Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4070703,,0,297.35,0,3.92,37,O=C(O)C[C@@H]1CCCN1c1ccc(Oc2ccccc2)cc1,EC50,'=',560,nM,6.25,,,UO_0000065,21.03,0.39,2.33,12.56,FALSE,CHEMBL4053223,Agonist activity at human GPR40 expressed in CHO-A12 cells assessed as increase in intracellular calcium flux measured for 100 secs by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052594,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4069764,,0,377.41,0,4.82,54,Cc1ccccc1Cc1ccc(N2C[C@@H](C(F)(F)F)C[C@H]2CC(=O)O)cc1,EC50,'=',67,nM,7.17,,,UO_0000065,19.01,0.36,2.35,17.7,FALSE,CHEMBL4053223,Agonist activity at human GPR40 expressed in CHO-A12 cells assessed as increase in intracellular calcium flux measured for 100 secs by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052594,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL602867,,0,368.24,0,4.68,9月1日,O=C1NC(=O)C(Cc2ccc(Oc3ccc(Cl)cc3Cl)cc2)S1,EC50,'=',101,nM,7,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL599068,,0,315.42,0,3.73,9月10日,O=C1NC(=O)C(Cc2ccc(Sc3ccccc3)cc2)S1,EC50,'=',5064,nM,5.3,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL611084,,0,313.38,0,3.68,9月19日,Cc1ccc(Oc2ccc(CC3SC(=O)NC3=O)cc2)cc1,EC50,'=',547,nM,6.26,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL609615,,0,349.41,0,4.53,9-31,O=C1NC(=O)C(Cc2ccc(Oc3cccc4ccccc34)cc2)S1,EC50,'=',135,nM,6.87,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL602289,,0,314.37,0,3.08,9-39,Cc1cccc(Oc2ccc(CC3SC(=O)NC3=O)cc2)n1,EC50,'=',2620,nM,5.58,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL606207,,0,382.36,0,4.1,9-41,Cc1cc(C(F)(F)F)cc(Oc2ccc(CC3SC(=O)NC3=O)cc2)n1,EC50,'=',218,nM,6.66,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL611821,,0,432.47,1,5.94,A,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1CNc1ccc(C2CC2C(=O)O)cc1,EC50,'=',10,nM,8,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL207881,GW9508,0,347.41,1,5.11,B,O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,EC50,'=',100,nM,7,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1939639,,0,312.37,0,4.02,3c,C=CC(CC(=O)O)c1ccc(OCc2ccc(OC)cc2)cc1,EC50,'=',900,nM,6.05,,,UO_0000065,,,,,FALSE,CHEMBL1943341,Agonist activity at human GPR40 expressed in CHO cells assessed as calcium flux measured for 20 secs by aequorin assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1938292,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,CHEMBL3308072,
CHEMBL1939645,,0,324.38,0,3.86,3i,CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc(OC)cc2)cc1,EC50,'=',64,nM,7.19,,,UO_0000065,,,,,FALSE,CHEMBL1943341,Agonist activity at human GPR40 expressed in CHO cells assessed as calcium flux measured for 20 secs by aequorin assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1938292,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,CHEMBL3308072,
CHEMBL1939649,,0,362.35,0,4.87,5d,CC#CC(CC(=O)O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,EC50,'=',27000,nM,4.57,,,UO_0000065,,,,,FALSE,CHEMBL1943341,Agonist activity at human GPR40 expressed in CHO cells assessed as calcium flux measured for 20 secs by aequorin assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1938292,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,CHEMBL3308072,
CHEMBL4206053,,0,382.44,0,3.79,31,O=C(O)CS(=O)(=O)c1cccc(OCc2ccc(-c3ccccc3)cc2)c1,EC50,'>',1000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4192356,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as increase in intracellular calcium flux by Fluo 4AM dye-based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190257,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4204628,,0,460.94,0,4.84,26,CCOc1ccc(-c2cccc(COc3ccc(S(=O)(=O)CC(=O)O)cc3)c2)c(Cl)c1,EC50,'=',51.29,nM,7.29,,,UO_0000065,,,,,FALSE,CHEMBL4192356,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as increase in intracellular calcium flux by Fluo 4AM dye-based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190257,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4246850,,0,349.38,0,4.7,5,CC(C)Nc1ccccc1-c1cc(F)c(OCCCC(=O)O)c(F)c1,EC50,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4233553,Agonist activity at human GPR40 expressed in CHO cells assessed as increase in intracellular calcium level by Fluo-4-AM dye based assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4229431,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL4204776,,0,471.63,1,5.72,27,CC#C[C@@H](Cc1nnn[nH]1)c1ccc(OCc2ccc3scc(N4CCCCC4C)c3c2)cc1,EC50,'=',83,nM,7.08,,,UO_0000065,,,,,FALSE,CHEMBL4184698,Agonist activity at human GPR40 assessed as increase in intracellular calcium flux by cell based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4184098,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL4172250,,0,473.59,1,5.72,13v,CC#CC(CC(=O)O)c1ccc(OCc2ccc(C(=O)NC3CCCc4ccccc43)s2)cc1,EC50,'=',109,nM,6.96,,,UO_0000065,,,,,FALSE,CHEMBL4154326,Agonist activity at human GPR40 expressed in HEK293 cells assessed as increase in calcium mobilization by Fluo-8 dye based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4152239,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4167766,,0,502.64,1,4.87,13d,CC#CC(CC(=O)O)c1ccc(OCc2ccc(C(=O)N3CCN(Cc4ccccc4)CC3)s2)cc1,EC50,'=',155,nM,6.81,,,UO_0000065,,,,,FALSE,CHEMBL4154326,Agonist activity at human GPR40 expressed in HEK293 cells assessed as increase in calcium mobilization by Fluo-8 dye based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4152239,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4097527,,0,477.47,1,5.16,15c,CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc3nc(-c4ccc(OC(F)F)cc4)nn3c2)cc1,EC50,'=',1,nM,9,,,UO_0000065,18.85,0.35,3.84,10.47,FALSE,CHEMBL4027546,Agonist activity at human GPR40 receptor expressed in HEK293 cells assessed as increase in intracellular calcium flux after 2.5 hrs measured over 3 mins by calcium 4 dye-based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4024777,1,Scientific Literature,J Med Chem,2018,CHEMBL3307715,
CHEMBL2386353,,0,307.32,0,3.31,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL255071,,0,313.43,0,2.81,13,O=C(O)CCCN1C(=O)/C(=C\c2cccs2)SC1=S,EC50,'=',19000,nM,4.72,,,UO_0000065,,,,,FALSE,CHEMBL943951,Agonist activity at FFAR1 expressed in HEK-EM293 cells assessed as calcium influx by FLIPR assay,F,BAO_0000219,cell-based format,None,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140737,1,Scientific Literature,J. Med. Chem.,2008,CHEMBL3307715,
CHEMBL4229006,,0,413.86,1,5.14,9,Cc1noc(C)c1-c1ccc(Cl)c(COc2ccc3c(c2)OCC3CC(=O)O)c1,EC50,'=',39.7,nM,7.4,,,UO_0000065,,,,,FALSE,CHEMBL4220336,Agonist activity at human FFA1 expressed in CHO cells assessed as increase in intracellular Ca2+ flux by Fluo-4 dye based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4219056,1,Scientific Literature,Bioorg Med Chem,2018,None,
CHEMBL4228406,,0,413.86,1,5.14,8,Cc1noc(C)c1-c1cc(COc2ccc3c(c2)OCC3CC(=O)O)ccc1Cl,EC50,'=',18.6,nM,7.73,,,UO_0000065,,,,,FALSE,CHEMBL4220336,Agonist activity at human FFA1 expressed in CHO cells assessed as increase in intracellular Ca2+ flux by Fluo-4 dye based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4219056,1,Scientific Literature,Bioorg Med Chem,2018,None,
CHEMBL488384,,0,250.3,0,3.1,9,O=C(O)CCc1ccc(C#Cc2ccccc2)cc1,EC50,'=',199.53,nM,6.7,,,UO_0000065,,,,,TRUE,CHEMBL1775298,Agonist activity at human FFA1 transfected in 1321N1 cells assessed as calcium mobilization by microplate assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1773039,1,Scientific Literature,ACS Med. Chem. Lett.,2010,None,
CHEMBL1773255,,0,281.31,0,3.15,14,N#Cc1cccc(COc2ccc(CCC(=O)O)cc2)c1,EC50,'=',524.81,nM,6.28,,,UO_0000065,,,,,FALSE,CHEMBL1775298,Agonist activity at human FFA1 transfected in 1321N1 cells assessed as calcium mobilization by microplate assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1773039,1,Scientific Literature,ACS Med. Chem. Lett.,2010,None,
CHEMBL1688454,,0,348.4,1,5.08,18,O=C(O)CCc1ccc(OCc2ccc(Oc3ccccc3)cc2)cc1,EC50,'=',204.17,nM,6.69,,,UO_0000065,,,,,FALSE,CHEMBL1775298,Agonist activity at human FFA1 transfected in 1321N1 cells assessed as calcium mobilization by microplate assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1773039,1,Scientific Literature,ACS Med. Chem. Lett.,2010,None,
CHEMBL382381,,0,432.47,1,5.94,14B,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1CNc1ccc([C@H]2C[C@@H]2C(=O)O)cc1,EC50,'=',4.898,nM,8.31,,,UO_0000065,,,,,FALSE,CHEMBL861844,Agonist potency at human GPR40 expressed in CHO cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146132,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,CHEMBL3308072,
CHEMBL4295200,,0,354.76,0,3.79,18,O=C(O)COc1ccc(OCCCOc2cccc(Cl)c2)cc1F,EC50,'=',8450,nM,5.07,,,UO_0000065,,,,,FALSE,CHEMBL4269157,Agonist activity at human FFA1 expressed in CHO cells assessed as increase in intracellular Ca2+ flux after 1 hr by Fluo4-AM dye based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4265981,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL21241,GW7647,0,502.77,2,7.28,GW7647,CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(=O)O,EC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL4269157,Agonist activity at human FFA1 expressed in CHO cells assessed as increase in intracellular Ca2+ flux after 1 hr by Fluo4-AM dye based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4265981,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL3427711,,0,360.84,0,4.96,29p,CCO[C@@H](CC(=O)O)c1ccc(O[C@@H]2CCc3c(Cl)cccc32)cc1,EC50,'=',5,nM,8.3,,,UO_0000065,23,0.45,3.34,14.89,TRUE,CHEMBL3607676,Agonist activity at human GPR40 expressed in CHO cells assessed as increase in intracellular calcium level after 60 mins by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3603738,1,Scientific Literature,Bioorg. Med. Chem.,2015,CHEMBL3308072,
CHEMBL3604044,,0,392.45,1,5.61,20g,CCOC(CC(=O)O)c1ccc(OCc2cccc(Oc3ccccc3)c2)cc1,EC50,'=',23,nM,7.64,,,UO_0000065,19.46,0.36,2.03,11.75,FALSE,CHEMBL3607676,Agonist activity at human GPR40 expressed in CHO cells assessed as increase in intracellular calcium level after 60 mins by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3603738,1,Scientific Literature,Bioorg. Med. Chem.,2015,CHEMBL3308072,
CHEMBL603063,,0,368.34,0,3.79,9-33,O=C1NC(=O)C(Cc2ccc(Oc3cc(C(F)(F)F)ccn3)cc2)S1,EC50,'=',237,nM,6.62,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1688487,,0,360.45,1,5.57,6j,Cc1cccc(-c2cccc(COc3ccc(CCC(=O)O)cc3)c2)c1C,EC50,'=',19,nM,7.72,,,UO_0000065,,,,,FALSE,CHEMBL1692323,Agonist activity against human GPR40 expressed in CHO cells assessed as increase in intracellular calcium level by FLIPR assay in presence of 0.1% BSA,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1687914,1,Scientific Literature,J. Med. Chem.,2011,CHEMBL3308072,
CHEMBL4443853,,0,444.52,1,6.1,17,COc1ccc(F)c([C@H]2CC[C@H](COc3cccc([C@H](C4CC4)[C@H](F)C(=O)O)c3)CC2)c1,EC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL4385325,Agonist activity at human GPR40 expressed in CHOK1 cells assessed as induction of Galphaq-mediated IP1 accumulation after 90 mins HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4382283,1,Scientific Literature,ACS Med Chem Lett,2019,None,
CHEMBL378275,,0,434.48,1,6.33,12B,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1CNc1ccc(C(C)CC(=O)O)cc1,EC50,'=',58.88,nM,7.23,,,UO_0000065,,,,,FALSE,CHEMBL861844,Agonist potency at human GPR40 expressed in CHO cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146132,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,CHEMBL3308072,
CHEMBL4098892,,0,435.5,1,6.05,65,COc1ccc(F)c(-c2cccc(Oc3ccc(N4CCC[C@H]4CC(=O)O)cc3)c2C)c1,EC50,'=',310,nM,6.51,,,UO_0000065,14.95,0.28,0.46,11.03,FALSE,CHEMBL4053223,Agonist activity at human GPR40 expressed in CHO-A12 cells assessed as increase in intracellular calcium flux measured for 100 secs by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052594,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL2386360,,0,286.28,0,3.38,8,O=C(O)CCc1c(F)cc(C#Cc2ccccc2)cc1F,EC50,'=',141.25,nM,6.85,,,UO_0000065,,,,,FALSE,CHEMBL2389880,Agonist activity at human FFA1 receptor transfected in human 1321N1 cells by calcium mobilization assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2384913,1,Scientific Literature,ACS Med. Chem. Lett.,2013,None,
CHEMBL598040,,0,311.41,0,3.37,9月13日,O=C1NC(=O)C(Cc2ccc(CCc3ccccc3)cc2)S1,EC50,'=',1082,nM,5.97,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL590699,,0,327.41,0,3.99,9月20日,Cc1cc(C)cc(Oc2ccc(CC3SC(=O)NC3=O)cc2)c1,EC50,'=',96,nM,7.02,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL598917,,0,403.67,0,4.73,9-49,O=C1NC(=O)C(Cc2ccc(Oc3ncc(Cl)cc3Cl)cc2Cl)S1,EC50,'=',63,nM,7.2,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL4097527,,0,477.47,1,5.16,15c,CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc3nc(-c4ccc(OC(F)F)cc4)nn3c2)cc1,EC50,'=',166,nM,6.78,,,UO_0000065,14.2,0.26,1.62,7.89,FALSE,CHEMBL4027544,Agonist activity at human PK-tagged GPR40 expressed in HEK293 cells assessed as EA-tagged beta-arrestin recruitment after 90 mins in presence of 1 % heat inactivated FBS by beta-galactosidase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4024777,1,Scientific Literature,J Med Chem,2018,CHEMBL3307715,
CHEMBL207881,GW9508,0,347.41,1,5.11,2A,O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,EC50,'=',64.57,nM,7.19,,,UO_0000065,,,,,FALSE,CHEMBL861844,Agonist potency at human GPR40 expressed in CHO cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146132,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,CHEMBL3308072,
CHEMBL4062640,,0,298.38,0,4.21,26,Cc1cc(C)cc(COc2ccc(CCC(=O)O)cc2C)c1,EC50,'=',3981.07,nM,5.4,,,UO_0000065,18.1,0.34,1.19,11.61,FALSE,CHEMBL3996976,Agonist activity at human FFA1 receptor expressed in human U2OS cells co-expressing Galpha16 assessed as calcium mobilization by Fluo-4 dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994633,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL6931,,0,266.29,0,2.48,17,CC(C)C(=O)c1c(O)cc(O)c(C(=O)C(C)C)c1O,EC50,'=',8000,nM,5.1,,,UO_0000065,,,,,FALSE,CHEMBL946732,Agonist activity at human GPR40 expressed in CHOK1 cells by fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141015,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,CHEMBL3307512,
CHEMBL473459,,0,252.27,0,2.55,1,O=C(O)COc1ccc(C#Cc2ccccc2)cc1,EC50,'=',1258.93,nM,5.9,,,UO_0000065,,,,,FALSE,CHEMBL949441,Agonist activity at human FFA1 expressed in human 1321N1 cells by calcium fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152274,1,Scientific Literature,J. Med. Chem.,2008,None,
CHEMBL4217914,,0,556.64,2,5.22,20,Cc1cc(-c2nnn(CC(C)(C)O)n2)cc(C)c1-c1ccc(F)c2c1CC[C@H]2Nc1ccc([C@H]2C[C@@H]2C(=O)O)nc1,EC50,'=',2,nM,8.7,,,UO_0000065,,,,,FALSE,CHEMBL4202225,Agonist activity at human GPR40 expressed in human 1321N1 cells assessed as IP1 accumulation after 1 hr by HTRF assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4196229,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL206972,,0,333.39,0,4.72,4A,O=C(O)Cc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,EC50,'<',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL861844,Agonist potency at human GPR40 expressed in CHO cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146132,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,CHEMBL3308072,
